Molecule|Datafile|Disp2 (CCD)|Disp20|Disp21|Disp22 (S) (CCD)|Disp22 (SDQ)|Disp22 (T)|Disp22 (T) (CCD)|Dispersion|Electrostatics|Elst10,r|Elst12,r|Est. Disp22 (T)|Exch-Disp20|Exch-Ind20,r|Exch-Ind22|Exch10|Exch10(S^2)|Exch11(S^2)|Exch12(S^2)|Exchange|Ind20,r|Induction|InteractionEnergy|delta HF,r (2)|delta MP2,r (2)
methylammonium#methylammonium|0005|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.053|284.077|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.936|N/A|-11.243|270.717|N/A|N/A
methylammonium#methylammonium|0006|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.997|291.006|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.068|N/A|-12.697|276.381|N/A|N/A
methylammonium#methylammonium|0007|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.834|301.51|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.943|N/A|-15.311|285.308|N/A|N/A
methylammonium#methylammonium|0008|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.456|315.829|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|13.920|N/A|-20.050|299.243|N/A|N/A
methylammonium#methylammonium|0009|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-18.023|333.164|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|38.766|N/A|-29.505|324.402|N/A|N/A
methylammonium#methylammonium|0021|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.712|289.853|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.845|N/A|-10.141|278.844|N/A|N/A
methylammonium#methylammonium|0022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.611|356.576|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.650|N/A|-14.681|340.935|N/A|N/A
methylammonium#methylammonium|0023|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.683|260.925|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.639871|N/A|-7.495|252.387|N/A|N/A
methylammonium#methylammonium|0024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.131|298.984|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.208813|N/A|-7.851|290.211|N/A|N/A
methylammonium#methylammonium|0025|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.342|273.1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.954165|N/A|-8.517|263.195|N/A|N/A
methylammonium#methylammonium|0026|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.704|254.189|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.373976|N/A|-6.376|246.483|N/A|N/A
methylammonium#methylammonium|0027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.460|307.481|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.626|N/A|-16.956|293.691|N/A|N/A
methylammonium#methylammonium|0028|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.919|255.307|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.261|N/A|-8.736|246.913|N/A|N/A
methylammonium#methylammonium|0029|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.561|261.831|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.302|N/A|-8.717|252.855|N/A|N/A
methylammonium#methylammonium|0030|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.477|352.879|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.742|N/A|-13.718|337.426|N/A|N/A
methylammonium#methylammonium|0031|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.723|269.725|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.039|N/A|-8.606|259.435|N/A|N/A
methylammonium#methylammonium|0032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.306|285.705|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.265205|N/A|-7.424|277.24|N/A|N/A
methylammonium#methylammonium|0033|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.459|255.16|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.313757|N/A|-6.710|247.305|N/A|N/A
methylammonium#methylammonium|0034|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.167|251.904|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.834|N/A|-9.154|244.418|N/A|N/A
methylammonium#methylammonium|0035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.273|304.12|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.040|N/A|-13.026|291.861|N/A|N/A
methylammonium#methylammonium|0036|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.933|264.602|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.961138|N/A|-8.221|255.41|N/A|N/A
methylammonium#methylammonium|0037|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.546|321.219|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.730335|N/A|-11.126|308.278|N/A|N/A
methylammonium#methylammonium|0038|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.571|283.232|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.646|N/A|-10.030|271.277|N/A|N/A
methylammonium#methylammonium|0039|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.148|279.511|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.218777|N/A|-6.862|271.721|N/A|N/A
methylammonium#methylammonium|0040|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.617|276.195|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.923403|N/A|-8.843|265.658|N/A|N/A
methylammonium#methylammonium|0041|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.011|370.078|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.490|N/A|-18.190|352.367|N/A|N/A
methylammonium#methylammonium|0042|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.275|292.632|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.926|N/A|-12.532|278.75|N/A|N/A
methylammonium#methylammonium|0043|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.557|326.403|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.631676|N/A|-11.519|312.958|N/A|N/A
methylammonium#methylammonium|0044|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.638|226.133|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.813245|N/A|-5.112|220.197|N/A|N/A
methylammonium#methylammonium|0045|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.861|262.003|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.686|N/A|-7.638|253.19|N/A|N/A
methylammonium#methylammonium|0046|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.209|297.254|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.140589|N/A|-7.667|288.519|N/A|N/A
methylammonium#methylammonium|0047|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.508|234.351|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.393212|N/A|-5.027|228.21|N/A|N/A
methylammonium#methylammonium|0048|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.796|298.058|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.432|N/A|-13.524|284.17|N/A|N/A
methylammonium#methylammonium|0049|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.845|360.715|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.039|N/A|-16.542|343.367|N/A|N/A
methylammonium#methylammonium|0050|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.133|310.43|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.716|N/A|-11.324|297.689|N/A|N/A
methylammonium#methylammonium|0051|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.963|294.763|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.844463|N/A|-8.932|284.712|N/A|N/A
methylammonium#methylammonium|0052|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.121|323.19|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.498748|N/A|-10.290|311.278|N/A|N/A
methylammonium#methylammonium|0053|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.343|267.191|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.639161|N/A|-7.389|258.098|N/A|N/A
methylammonium#methylammonium|0054|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.276|309.251|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.243765|N/A|-8.326|299.892|N/A|N/A
methylammonium#methylammonium|0055|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.037|310.936|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.453|N/A|-18.233|294.12|N/A|N/A
methylammonium#methylammonium|0056|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-21.698|338.317|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|54.130|N/A|-34.125|336.624|N/A|N/A
methylammonium#methylammonium|0200|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.672|255.799|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.225414|N/A|-6.818|247.535|N/A|N/A
methylammonium#methylammonium|0201|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.641|255.225|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.214623|N/A|-6.748|247.051|N/A|N/A
methylammonium#methylammonium|0202|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.611|254.654|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.204342|N/A|-6.678|246.569|N/A|N/A
methylammonium#methylammonium|0203|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.582|254.085|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.194547|N/A|-6.610|246.088|N/A|N/A
methylammonium#methylammonium|0204|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.553|253.518|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.185216|N/A|-6.542|245.608|N/A|N/A
methylammonium#methylammonium|0205|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.525|252.954|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.176327|N/A|-6.475|245.13|N/A|N/A
methylammonium#methylammonium|0206|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.497|252.392|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.167859|N/A|-6.409|244.653|N/A|N/A
methylammonium#methylammonium|0207|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.470|251.833|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.159793|N/A|-6.344|244.178|N/A|N/A
methylammonium#methylammonium|0208|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.444|251.275|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.15211|N/A|-6.280|243.704|N/A|N/A
methylammonium#methylammonium|0209|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.418|250.721|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.144792|N/A|-6.217|243.231|N/A|N/A
methylammonium#methylammonium|0210|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.393|250.169|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.137822|N/A|-6.154|242.759|N/A|N/A
methylammonium#methylammonium|0211|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.368|249.619|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.131183|N/A|-6.093|242.289|N/A|N/A
methylammonium#methylammonium|0212|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.344|249.071|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.124861|N/A|-6.032|241.82|N/A|N/A
methylammonium#methylammonium|0213|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.320|248.526|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.11884|N/A|-5.972|241.353|N/A|N/A
methylammonium#methylammonium|0214|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.297|247.983|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.113106|N/A|-5.912|240.887|N/A|N/A
methylammonium#methylammonium|0215|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.274|247.442|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.107645|N/A|-5.854|240.422|N/A|N/A
methylammonium#methylammonium|0216|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.252|246.903|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.102445|N/A|-5.796|239.959|N/A|N/A
methylammonium#methylammonium|0217|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.230|246.367|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0974938|N/A|-5.739|239.496|N/A|N/A
methylammonium#methylammonium|0218|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.208|245.833|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.092779|N/A|-5.682|239.035|N/A|N/A
methylammonium#methylammonium|0219|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.187|245.302|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0882898|N/A|-5.627|238.576|N/A|N/A
methylammonium#methylammonium|0220|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.167|244.772|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0840154|N/A|-5.572|238.118|N/A|N/A
methylammonium#methylammonium|0221|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.147|244.245|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0799457|N/A|-5.517|237.661|N/A|N/A
methylammonium#methylammonium|0222|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.127|243.72|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.076071|N/A|-5.464|237.205|N/A|N/A
methylammonium#methylammonium|0223|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.108|243.197|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0723821|N/A|-5.411|236.751|N/A|N/A
methylammonium#methylammonium|0224|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.089|242.677|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0688702|N/A|-5.359|236.298|N/A|N/A
methylammonium#methylammonium|0225|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.070|242.158|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0655268|N/A|-5.307|235.846|N/A|N/A
methylammonium#methylammonium|0226|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.052|241.642|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0623439|N/A|-5.256|235.396|N/A|N/A
methylammonium#methylammonium|0227|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.034|241.128|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.059314|N/A|-5.206|234.947|N/A|N/A
methylammonium#methylammonium|0228|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.017|240.616|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0564297|N/A|-5.156|234.499|N/A|N/A
methylammonium#methylammonium|0229|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.999766|240.106|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0536842|N/A|-5.107|234.053|N/A|N/A
methylammonium#methylammonium|0230|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.983015|239.598|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0510707|N/A|-5.058|233.608|N/A|N/A
methylammonium#methylammonium|0231|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.966595|239.092|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0485831|N/A|-5.011|233.164|N/A|N/A
methylammonium#methylammonium|0232|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.9505|238.589|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0462153|N/A|-4.963|232.721|N/A|N/A
methylammonium#methylammonium|0233|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.934723|238.087|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0439616|N/A|-4.916|232.28|N/A|N/A
methylammonium#methylammonium|0234|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.919256|237.588|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0418165|N/A|-4.870|231.84|N/A|N/A
methylammonium#methylammonium|0235|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.887|259.577|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.309457|N/A|-7.298|250.701|N/A|N/A
methylammonium#methylammonium|0236|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.855|259.034|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.295863|N/A|-7.227|250.248|N/A|N/A
methylammonium#methylammonium|0237|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.823|258.493|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.282857|N/A|-7.157|249.795|N/A|N/A
methylammonium#methylammonium|0238|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.792|257.954|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.270415|N/A|-7.088|249.345|N/A|N/A
methylammonium#methylammonium|0239|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.761|257.417|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.258513|N/A|-7.020|248.895|N/A|N/A
methylammonium#methylammonium|0240|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.731|256.883|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.247128|N/A|-6.953|248.446|N/A|N/A
methylammonium#methylammonium|0241|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.702|256.351|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.236238|N/A|-6.886|247.999|N/A|N/A
methylammonium#methylammonium|0242|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.673|255.82|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.225821|N/A|-6.821|247.553|N/A|N/A
methylammonium#methylammonium|0243|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.645|255.292|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.215857|N/A|-6.756|247.108|N/A|N/A
methylammonium#methylammonium|0244|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.617|254.766|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.206328|N/A|-6.692|246.664|N/A|N/A
methylammonium#methylammonium|0245|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.590|254.242|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.197213|N/A|-6.628|246.221|N/A|N/A
methylammonium#methylammonium|0246|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.563|253.72|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.188497|N/A|-6.566|245.78|N/A|N/A
methylammonium#methylammonium|0247|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.537|253.2|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.18016|N/A|-6.504|245.339|N/A|N/A
methylammonium#methylammonium|0248|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.511|252.682|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.172188|N/A|-6.443|244.9|N/A|N/A
methylammonium#methylammonium|0249|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.486|252.166|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.164564|N/A|-6.383|244.462|N/A|N/A
methylammonium#methylammonium|0250|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.462|251.653|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.157274|N/A|-6.323|244.025|N/A|N/A
methylammonium#methylammonium|0280|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-14.417|329.967|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33.105|N/A|-22.438|326.216|N/A|N/A
methylammonium#methylammonium|0281|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-12.767|326.497|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|26.473|N/A|-20.918|319.284|N/A|N/A
methylammonium#methylammonium|0282|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.316|322.87|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|21.138|N/A|-19.542|313.149|N/A|N/A
methylammonium#methylammonium|0283|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.649|317.879|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|15.624|N/A|-17.897|305.957|N/A|N/A
methylammonium#methylammonium|0284|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.573|314.075|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|12.435|N/A|-16.786|301.152|N/A|N/A
methylammonium#methylammonium|0285|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.334|308.979|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.154|N/A|-15.445|295.353|N/A|N/A
methylammonium#methylammonium|0286|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.534|305.169|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.265|N/A|-14.531|291.369|N/A|N/A
methylammonium#methylammonium|0287|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.611|300.137|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.329|N/A|-13.419|286.436|N/A|N/A
methylammonium#methylammonium|0288|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.014|296.415|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.218|N/A|-12.655|282.964|N/A|N/A
methylammonium#methylammonium|0289|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.486|292.747|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.335|N/A|-11.945|279.652|N/A|N/A
methylammonium#methylammonium|0290|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.876|287.952|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.435|N/A|-11.074|275.437|N/A|N/A
methylammonium#methylammonium|0291|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.480|284.432|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.920|N/A|-10.472|272.401|N/A|N/A
methylammonium#methylammonium|0292|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.021|279.845|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.398|N/A|-9.730|268.491|N/A|N/A
methylammonium#methylammonium|0293|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.722|276.486|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.100|N/A|-9.217|265.648|N/A|N/A
methylammonium#methylammonium|0294|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.457|273.198|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.865239|N/A|-8.736|262.871|N/A|N/A
methylammonium#methylammonium|0295|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.148|268.922|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.627285|N/A|-8.142|259.259|N/A|N/A
methylammonium#methylammonium|0296|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.946|265.795|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.492391|N/A|-7.729|256.613|N/A|N/A
methylammonium#methylammonium|0298|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.554|258.761|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.279064|N/A|-6.862|250.623|N/A|N/A
methylammonium#methylammonium|0299|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.416|255.855|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.218534|N/A|-6.528|248.13|N/A|N/A
methylammonium#methylammonium|0300|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.253|252.078|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.157582|N/A|-6.114|244.87|N/A|N/A
methylammonium#methylammonium|0301|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.145|249.317|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.123222|N/A|-5.824|242.471|N/A|N/A
methylammonium#methylammonium|0302|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.048|246.614|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0962977|N/A|-5.552|240.111|N/A|N/A
methylammonium#methylammonium|0303|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.933758|243.1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0692573|N/A|-5.213|237.023|N/A|N/A
methylammonium#methylammonium|0304|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.857721|240.529|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0540529|N/A|-4.976|234.75|N/A|N/A
