Molecule|Datafile|Disp2 (CCD)|Disp20|Disp21|Disp22 (S) (CCD)|Disp22 (SDQ)|Disp22 (T)|Disp22 (T) (CCD)|Dispersion|Electrostatics|Elst10,r|Elst12,r|Est. Disp22 (T)|Exch-Disp20|Exch-Ind20,r|Exch-Ind22|Exch10|Exch10(S^2)|Exch11(S^2)|Exch12(S^2)|Exchange|Ind20,r|Induction|InteractionEnergy|delta HF,r (2)|delta MP2,r (2)
water#water|0327|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0431712|-0.606287|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.40622e-05|N/A|-0.0127006|-0.662095|N/A|N/A
water#water|0328|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0792892|-1.268|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000725294|N/A|-0.0114268|-1.358|N/A|N/A
water#water|0329|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0717767|0.407112|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000631459|N/A|-0.0101987|0.325768|N/A|N/A
water#water|0330|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0317438|0.671337|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.40727e-05|N/A|-0.0089425|0.630665|N/A|N/A
water#water|0332|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.397605|-2.251|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0499353|N/A|-0.0696627|-2.668|N/A|N/A
water#water|0333|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.449761|0.681819|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.103126|N/A|-0.0787848|0.256399|N/A|N/A
water#water|0334|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.506531|2.393|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.126524|N/A|-0.0552847|1.958|N/A|N/A
water#water|0335|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.164115|0.0671494|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00728387|N/A|-0.0302124|-0.119894|N/A|N/A
water#water|0336|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.171487|1.728|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00843959|N/A|-0.0225627|1.542|N/A|N/A
water#water|0337|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0511484|-0.448428|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000164461|N/A|-0.0116573|-0.511069|N/A|N/A
water#water|0338|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0767601|-1.300|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000643326|N/A|-0.0177507|-1.393|N/A|N/A
water#water|0343|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.545805|-2.773|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.105806|N/A|-0.0961306|-3.309|N/A|N/A
water#water|0344|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.353043|2.717|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0437072|N/A|-0.0819217|2.326|N/A|N/A
water#water|0345|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.24896|-0.965362|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0206057|N/A|-0.0484057|-1.242|N/A|N/A
water#water|0346|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.254382|0.954838|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0230726|N/A|-0.0392015|0.684328|N/A|N/A
water#water|0347|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0691029|0.964271|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000683444|N/A|-0.0180177|0.877833|N/A|N/A
water#water|0348|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0517308|1.193|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|6.76066e-05|N/A|-0.0138868|1.128|N/A|N/A
water#water|0349|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0432765|0.849659|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.7804e-05|N/A|-0.0126653|0.793745|N/A|N/A
water#water|0350|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.100209|1.356|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00158588|N/A|-0.0203085|1.237|N/A|N/A
water#water|0352|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0352504|0.0337332|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.87261e-05|N/A|-0.00763443|-0.009113|N/A|N/A
water#water|0354|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.28802|-2.598|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0251937|N/A|-0.0682147|-2.929|N/A|N/A
water#water|0355|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.476017|0.562274|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.118515|N/A|-0.0702819|0.13449|N/A|N/A
water#water|0356|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.301313|-0.370035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0411397|N/A|-0.0396032|-0.669812|N/A|N/A
water#water|0357|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.112632|1.301|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00150848|N/A|-0.0290145|1.161|N/A|N/A
water#water|0358|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0629436|-0.766184|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000184126|N/A|-0.0172439|-0.846188|N/A|N/A
water#water|0359|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.100598|0.498797|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00186329|N/A|-0.0249064|0.375156|N/A|N/A
water#water|0361|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0485107|0.677046|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.83481e-05|N/A|-0.0121549|0.616469|N/A|N/A
water#water|0362|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0359776|0.300707|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.75677e-05|N/A|-0.00801893|0.256738|N/A|N/A
water#water|0363|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0298332|0.0416374|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.54673e-06|N/A|-0.00274268|0.00906409|N/A|N/A
water#water|0365|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.737298|-1.803|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.28895|N/A|-0.0746795|-2.326|N/A|N/A
water#water|0366|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.473853|1.646|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0818916|N/A|-0.0775202|1.177|N/A|N/A
water#water|0367|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.279394|2.028|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0269886|N/A|-0.0395423|1.736|N/A|N/A
water#water|0368|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.221885|-0.398195|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0139604|N/A|-0.0391308|-0.645251|N/A|N/A
water#water|0369|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.217324|-0.909361|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.016117|N/A|-0.0284535|-1.139|N/A|N/A
water#water|0370|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0754923|0.941277|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000289829|N/A|-0.0153065|0.850768|N/A|N/A
water#water|0371|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0424742|-0.672087|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.82829e-05|N/A|-0.00804674|-0.72256|N/A|N/A
water#water|0373|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0749832|-0.96332|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00086715|N/A|-0.00861542|-1.046|N/A|N/A
water#water|0374|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0373894|0.814424|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.09315e-05|N/A|-0.00519529|0.77188|N/A|N/A
water#water|0376|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.294755|-1.591|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0135439|N/A|-0.0638939|-1.936|N/A|N/A
water#water|0377|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.641232|-2.850|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.187905|N/A|-0.0795343|-3.383|N/A|N/A
water#water|0378|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.143562|0.916476|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00576507|N/A|-0.0321785|0.7465|N/A|N/A
water#water|0379|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.269686|1.433|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0291234|N/A|-0.0361137|1.156|N/A|N/A
water#water|0380|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.110106|-0.278408|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00193176|N/A|-0.0245131|-0.411096|N/A|N/A
water#water|0381|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.109329|0.553526|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00152027|N/A|-0.0194764|0.426241|N/A|N/A
water#water|0382|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.101168|-1.099|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00177321|N/A|-0.0182083|-1.217|N/A|N/A
water#water|0383|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0682141|-1.088|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000274811|N/A|-0.00960463|-1.166|N/A|N/A
water#water|0385|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0334954|0.56223|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.32063e-05|N/A|-0.00573488|0.523013|N/A|N/A
water#water|0387|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.333969|0.494837|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.033483|N/A|-0.0604626|0.133888|N/A|N/A
water#water|0388|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.828371|1.603|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.355149|N/A|-0.0800198|1.050|N/A|N/A
water#water|0389|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.313103|-2.473|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0331386|N/A|-0.0447886|-2.797|N/A|N/A
water#water|0390|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.151144|1.498|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00612214|N/A|-0.0327562|1.321|N/A|N/A
water#water|0391|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.197991|-2.217|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00837524|N/A|-0.0376035|-2.444|N/A|N/A
water#water|0392|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.11625|-0.285737|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00251016|N/A|-0.0178013|-0.417278|N/A|N/A
water#water|0393|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0893969|1.149|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00103463|N/A|-0.0153581|1.045|N/A|N/A
water#water|0395|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0607866|0.71443|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00020815|N/A|-0.0107643|0.643087|N/A|N/A
water#water|0396|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0233861|0.320371|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.81159e-06|N/A|-0.00495978|0.292027|N/A|N/A
water#water|0398|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.247085|0.111326|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0114911|N/A|-0.0598014|-0.184069|N/A|N/A
water#water|0399|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.531688|2.821|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.113521|N/A|-0.0791103|2.324|N/A|N/A
water#water|0400|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.213168|0.569016|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0150658|N/A|-0.0375676|0.333346|N/A|N/A
water#water|0401|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.180202|-1.857|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00660686|N/A|-0.0362015|-2.067|N/A|N/A
water#water|0402|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0925481|-1.063|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000803928|N/A|-0.0246424|-1.180|N/A|N/A
water#water|0403|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.05894|-0.874379|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000233722|N/A|-0.0126153|-0.945701|N/A|N/A
water#water|0404|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0896779|-0.84319|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00120957|N/A|-0.0125487|-0.944207|N/A|N/A
water#water|0405|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0884782|0.702065|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00129456|N/A|-0.0162216|0.598659|N/A|N/A
water#water|0406|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0609346|0.595596|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000421708|N/A|-0.00779191|0.527292|N/A|N/A
water#water|0407|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0648383|0.306519|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000602473|N/A|-0.00833189|0.233951|N/A|N/A
water#water|0409|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.796364|1.014|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.282859|N/A|-0.115552|0.385333|N/A|N/A
water#water|0410|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.308783|0.592455|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.030498|N/A|-0.0663068|0.247863|N/A|N/A
water#water|0411|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.226897|0.208686|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0143997|N/A|-0.0370003|-0.0408121|N/A|N/A
water#water|0412|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.307043|1.516|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.0407839|N/A|-0.0373088|1.213|N/A|N/A
water#water|0413|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.180694|-0.91317|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.00827592|N/A|-0.036966|-1.123|N/A|N/A
water#water|0414|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.182719|-0.762901|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.010719|N/A|-0.0227064|-0.957608|N/A|N/A
water#water|0415|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0843372|-1.123|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.000562697|N/A|-0.0123077|-1.219|N/A|N/A
water#water|0416|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0385093|0.543335|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.07604e-05|N/A|-0.00572409|0.499183|N/A|N/A
water#water|0418|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-0.0368406|-0.161768|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.79154e-05|N/A|-0.00752452|-0.206085|N/A|N/A
water#water|0420|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-13.168|-33.054|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|36.886|N/A|-7.911|-17.247|N/A|N/A
water#water|0421|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.743|-17.965|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.634|N/A|-3.366|-17.439|N/A|N/A
water#water|0422|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.510|-14.461|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.992|N/A|-2.206|-15.185|N/A|N/A
water#water|0423|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.721|-12.190|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.111|N/A|-1.557|-13.357|N/A|N/A
water#water|0424|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.206|-10.669|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.092|N/A|-1.177|-11.960|N/A|N/A
water#water|0425|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.867|-9.638|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.518|N/A|-0.946603|-10.934|N/A|N/A
water#water|0426|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.648|-8.949|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.189|N/A|-0.805997|-10.213|N/A|N/A
water#water|0427|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.514|-8.518|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.006|N/A|-0.723735|-9.749|N/A|N/A
water#water|0428|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.447|-8.298|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.919515|N/A|-0.683514|-9.509|N/A|N/A
water#water|0429|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.470|-26.184|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|23.971|N/A|-6.793|-18.476|N/A|N/A
water#water|0430|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.485|-8.423|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|0.968074|N/A|-0.706168|-9.646|N/A|N/A
water#water|0431|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.595|-8.779|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.115|N/A|-0.77313|-10.032|N/A|N/A
water#water|0432|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.930|-24.249|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|16.858|N/A|-5.871|-20.192|N/A|N/A
water#water|0433|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.406|-19.844|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10.859|N/A|-4.094|-18.485|N/A|N/A
water#water|0434|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.865|-18.299|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|8.989|N/A|-3.520|-17.695|N/A|N/A
water#water|0435|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.039|-18.795|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|9.574|N/A|-3.701|-17.960|N/A|N/A
water#water|0436|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-6.011|-21.581|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|13.115|N/A|-4.772|-19.249|N/A|N/A
water#water|0437|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.290|-28.271|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|23.051|N/A|-7.641|-21.152|N/A|N/A
water#water|0439|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.141|-31.656|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|31.894|N/A|-10.725|-20.629|N/A|N/A
water#water|0440|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-9.170|-30.820|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|27.584|N/A|-8.784|-21.189|N/A|N/A
water#water|0441|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.616|-29.160|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|24.774|N/A|-8.013|-21.015|N/A|N/A
water#water|0442|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.244|-28.054|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|22.950|N/A|-7.508|-20.857|N/A|N/A
water#water|0444|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-7.497|-25.915|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|19.349|N/A|-6.589|-20.652|N/A|N/A
water#water|0445|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-5.640|-20.514|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|11.711|N/A|-4.352|-18.795|N/A|N/A
water#water|0446|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-4.380|-16.922|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.438|N/A|-3.032|-16.896|N/A|N/A
water#water|0447|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.509|-14.444|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|4.963|N/A|-2.221|-15.212|N/A|N/A
water#water|0448|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.897|-12.687|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.480|N/A|-1.707|-13.811|N/A|N/A
water#water|0449|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.463|-11.420|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|2.566|N/A|-1.371|-12.688|N/A|N/A
water#water|0450|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-2.154|-10.502|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.990|N/A|-1.147|-11.814|N/A|N/A
water#water|0451|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.938|-9.843|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.623|N/A|-0.998582|-11.156|N/A|N/A
water#water|0452|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.791|-9.388|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.393|N/A|-0.901437|-10.687|N/A|N/A
water#water|0453|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.700|-9.101|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.258|N/A|-0.842744|-10.386|N/A|N/A
water#water|0454|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-1.656|-8.963|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1.196|N/A|-0.815066|-10.239|N/A|N/A
water#water|0455|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-8.377|-26.853|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|22.889|N/A|-8.159|-20.500|N/A|N/A
water#water|0456|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.564|-26.836|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|24.905|N/A|-5.658|-18.153|N/A|N/A
water#water|0460|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.021|-33.403|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|32.126|N/A|-10.018|-21.316|N/A|N/A
water#water|0461|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.082|-36.678|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|38.146|N/A|-11.633|-21.248|N/A|N/A
water#water|0472|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-13.011|-31.505|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|37.973|N/A|-8.629|-15.172|N/A|N/A
water#water|0476|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-11.657|-34.038|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|37.096|N/A|-9.579|-18.177|N/A|N/A
water#water|0479|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-12.157|-34.301|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|38.424|N/A|-9.324|-17.358|N/A|N/A
water#water|0480|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.339|-33.633|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33.562|N/A|-10.641|-21.051|N/A|N/A
water#water|0482|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-10.509|-34.375|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|34.594|N/A|-10.933|-21.223|N/A|N/A
water#water|0483|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-13.011|-31.505|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|37.973|N/A|-8.629|-15.172|N/A|N/A
water#water|0484|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.763|-14.965|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|5.488|N/A|-2.451|-15.691|N/A|N/A
water#water|0486|N/A|N/A|N/A|N/A|N/A|N/A|N/A|-3.082|-13.123|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|3.779|N/A|-1.860|-14.286|N/A|N/A
